53|74
53|79
53|83
53|86
53|87
53|91
53|92
53|93
58|11
58|12
58|15
58|19
58|22
58|23
58|25
58|36
58|39
58|41
58|46
58|61
58|63
58|64
58|65
58|66
58|72
58|75
58|79
58|82
58|89
58|95
58|96
58|99
61|18
61|24
61|26
61|27
61|28
61|34
61|36
61|42
61|48
61|51
61|52
61|53
61|67
61|69
61|74
61|82
61|83
61|85
61|87
61|88
61|89
61|91
61|92
61|93
62|11
62|12
62|15
62|19
62|22
62|23
62|25
62|36
62|39
62|41
62|46
62|58
62|61
62|63
62|64
62|65
62|66
62|72
62|75
62|79
62|82
62|95
62|96
62|99
63|11
63|12
63|18
63|23
63|24
63|25
63|27
63|28
63|36
63|41
63|46
63|52
63|53
63|61
63|64
63|74
63|75
63|82
63|85
63|87
63|88
63|89
63|95
63|99
64|11
64|18
64|23
64|24
64|26
64|27
64|28
64|36
64|48
64|51
64|52
64|53
64|61
64|67
64|74
64|75
64|82
64|85
64|87
64|88
64|89
64|92
64|95
64|99
65|11
65|12
65|23
65|24
65|25
65|27
65|28
65|36
65|41
65|46
65|52
65|53
65|61
65|63
65|64
65|74
65|75
65|82
65|85
65|87
65|88
65|89
65|95
65|99
66|11
66|12
66|15
66|19
66|22
66|23
66|25
66|36
66|39
66|41
66|46
66|61
66|63
66|64
66|65
66|72
66|75
66|79
66|82
66|85
66|89
66|95
66|96
66|99
67|12
67|15
67|17
67|19
67|22
67|25
67|34
67|39
67|41
67|42
67|46
67|58
67|62
67|63
67|65
67|66
67|69
67|72
67|79
67|83
67|86
67|91
67|93
67|96
69|11
69|12
69|15
69|17
69|19
69|22
69|25
69|39
69|41
69|42
69|46
69|58
69|62
69|63
69|64
69|65
69|66
69|72
69|75
69|79
69|86
69|93
69|95
69|96
72|11
72|12
72|15
72|19
72|23
72|24
72|25
72|36
72|41
72|46
72|52
72|53
72|61
72|63
72|64
72|65
72|75
72|82
72|85
72|88
72|89
72|95
72|96
72|99
74|17
74|18
74|19
74|22
74|26
74|27
74|34
74|39
74|42
74|48
74|51
74|58
74|62
74|66
74|67
74|69
74|72
74|79
74|83
74|86
74|87
74|91
74|92
74|93
75|11
75|18
75|23
75|24
75|26
75|27
75|28
75|36
75|48
75|51
75|52
75|53
75|61
75|67
75|74
75|82
75|85
75|87
75|88
75|89
75|91
75|92
75|95
75|99
79|11
79|12
79|15
79|19
79|22
79|23
79|24
79|25
79|36
79|39
79|41
79|46
79|61
79|63
79|64
79|65
79|72
79|75
79|82
79|85
79|89
79|95
79|96
79|99
82|17
82|18
82|24
82|26
82|27
82|28
82|34
82|42
82|48
82|51
82|52
82|53
82|67
82|69
82|74
82|83
82|85
82|86
82|87
82|88
82|89
82|91
82|92
82|93
83|11
83|12
83|15
83|17
83|19
83|22
83|25
83|39
83|41
83|42
83|46
83|58
83|62
83|63
83|64
83|65
83|66
83|69
83|72
83|75
83|79
83|86
83|93
83|96
85|17
85|18
85|24
85|26
85|27
85|28
85|34
85|42
85|48
85|51
85|52
85|53
85|58
85|62
85|67
85|69
85|74
85|83
85|86
85|87
85|88
85|91
85|92
85|93
86|11
86|12
86|15
86|17
86|19
86|22
86|23
86|25
86|39
86|41
86|46
86|58
86|61
86|62
86|63
86|64
86|65
86|66
86|72
86|75
86|79
86|95
86|96
86|99
87|17
87|18
87|19
87|22
87|26
87|27
87|34
87|39
87|42
87|48
87|51
87|58
87|62
87|66
87|67
87|69
87|72
87|79
87|83
87|86
87|91
87|92
87|93
87|96
88|17
88|18
88|22
88|26
88|27
88|28
88|34
88|42
88|48
88|51
88|53
88|58
88|62
88|66
88|67
88|69
88|74
88|79
88|83
88|86
88|87
88|91
88|92
88|93
89|17
89|18
89|24
89|26
89|27
89|28
89|34
89|42
89|48
89|51
89|52
89|53
89|62
89|67
89|69
89|74
89|83
89|85
89|86
89|87
89|88
89|91
89|92
89|93
91|12
91|15
91|17
91|19
91|22
91|25
91|34
91|39
91|41
91|42
91|46
91|58
91|62
91|63
91|64
91|65
91|66
91|69
91|72
91|79
91|83
91|86
91|93
91|96
92|15
92|17
92|19
92|22
92|26
92|34
92|39
92|42
92|48
92|51
92|58
92|62
92|63
92|65
92|66
92|67
92|69
92|72
92|79
92|83
92|86
92|91
92|93
92|96
93|11
93|12
93|15
93|17
93|19
93|22
93|25
93|39
93|41
93|42
93|46
93|58
93|62
93|63
93|64
93|65
93|66
93|72
93|75
93|79
93|86
93|95
93|96
93|99
95|18
95|23
95|24
95|26
95|27
95|28
95|34
95|36
95|48
95|51
95|52
95|53
95|61
95|67
95|74
95|82
95|83
95|85
95|87
95|88
95|89
95|91
95|92
95|99
96|11
96|12
96|15
96|23
96|24
96|25
96|28
96|36
96|41
96|46
96|52
96|53
96|61
96|63
96|64
96|65
96|74
96|75
96|82
96|85
96|88
96|89
96|95
96|99
99|18
99|23
99|24
99|26
99|27
99|28
99|34
99|36
99|48
99|51
99|52
99|53
99|61
99|67
99|69
99|74
99|82
99|83
99|85
99|87
99|88
99|89
99|91
99|92
